Month,L,M,S,P3,P10,P25,P50,P75,P90,P97
233,-0.599510202,56.95868662,0.148022683,44.02948983,47.59180102,51.69495833,56.95868662,63.13522131,69.66558104,77.24006288
234,-0.591966902,57.02720171,0.148112578,44.06556899,47.63851165,51.75237767,57.02720171,63.21266124,69.74733417,77.31989335
235,-0.584348032,57.09318608,0.14823062,44.09749789,47.68145895,51.80653635,57.09318608,63.28854606,69.82870447,77.40088917
236,-0.576651184,57.15591778,0.148375307,44.12480918,47.72011203,51.85682416,57.15591778,63.36200763,69.9086508,77.48178361
237,-0.56886552,57.21451925,0.148547673,44.14672458,47.7536656,51.90240469,57.21451925,63.43211683,69.98618372,77.56150756
238,-0.56099551,57.26885212,0.148746468,44.16322296,47.78207011,51.94319202,57.26885212,63.49866498,70.0610096,77.63965443
239,-0.553035269,57.31840837,0.148971868,44.17388302,47.80488224,51.97871592,57.31840837,63.56109406,70.13250965,77.71552338
240,-0.544994476,57.36324348,0.149222746,44.17883546,47.82221396,52.00906491,57.36324348,63.61941643,70.20064535,77.78900981
241,-0.5368766,57.40315563,0.149498143,44.17799369,47.83394997,52.0340878,57.40315563,63.67336397,70.26507018,77.85966502
242,-0.528693785,57.43840962,0.149796771,44.17166843,47.84039007,52.05407016,57.43840962,63.72317371,70.32598783,77.92764908
243,-0.520457035,57.46939141,0.150117436,44.16025638,47.8419297,52.06940435,57.46939141,63.76922071,70.38375797,77.99329872
244,-0.51216777,57.496399,0.150459339,44.14404476,47.83886208,52.08038769,57.496399,63.81179691,70.43865784,78.05686313
245,-0.503840727,57.52020441,0.150822029,44.12367928,47.83186593,52.08773863,57.52020441,63.85174087,70.49160044,78.11934657
246,-0.49548605,57.54136517,0.151204628,44.09966472,47.82146141,52.09199421,57.54136517,63.88963248,70.54318728,78.18137276
247,-0.487107206,57.56037375,0.151606285,44.07244375,47.80810744,52.09362974,57.56037375,63.92597863,70.59393365,78.24345776
248,-0.478715956,57.57805625,0.15202616,44.04272539,47.79254554,52.09342393,57.57805625,63.96166069,70.64477889,78.30660737
249,-0.470327122,57.5951126,0.152463145,44.01114509,47.77542897,52.09205043,57.5951126,63.99740971,70.69648745,78.37162549
250,-0.461954652,57.61172402,0.152916075,43.97794416,47.75698264,52.08971509,57.61172402,64.03337822,70.74918198,78.43860071
251,-0.453614851,57.62815623,0.153382916,43.94349604,47.73755248,52.08672989,57.62815623,64.0697745,70.8030072,78.50760108
252,-0.445297861,57.64429249,0.15386213,43.90780631,47.71711846,52.0830377,57.64429249,64.10639493,70.85764812,78.5781582
253,-0.436986458,57.66003056,0.154352699,43.8708423,47.69563751,52.07857525,57.66003056,64.14307266,70.91284771,78.6498829
254,-0.428654584,57.6747847,0.154853828,43.83217332,47.67264695,52.07283301,57.6747847,64.17910938,70.96776173,78.7217281
255,-0.420283911,57.68822396,0.155364176,43.79161549,47.64793278,52.06555249,57.68822396,64.21406748,71.02181541,78.79293015
256,-0.411855877,57.70018023,0.155882333,43.7491137,47.62141973,52.0566248,57.70018023,64.24768686,71.07462613,78.86293393
257,-0.403347892,57.71050111,0.15640638,43.70465558,47.59307091,52.0459715,57.71050111,64.27969989,71.12577292,78.931103
258,-0.394733395,57.71897422,0.156934436,43.65817389,47.56279454,52.03345784,57.71897422,64.30977196,71.17475757,78.99670869
259,-0.3859914,57.7254318,0.157464176,43.6096768,47.53056566,52.01900606,57.7254318,64.33759975,71.22110108,79.05903087
260,-0.377101811,57.72959538,0.15799379,43.55905249,47.49624011,52.00242175,57.72959538,64.36277985,71.26423991,79.11728837
261,-0.368074837,57.7318642,0.158520414,43.50682891,47.46031793,51.98416519,57.7318642,64.38562839,71.30439237,79.17157773
262,-0.358913318,57.73204769,0.159041299,43.45306884,47.4228012,51.9641595,57.73204769,64.40580677,71.34105009,79.2211814
263,-0.349639306,57.7302719,0.159554177,43.39807201,47.38394302,51.94260239,57.7302719,64.42335915,71.37417648,79.26598032
264,-0.340282614,57.72702925,0.160056252,43.34246702,47.34433463,51.92004124,57.72702925,64.43871864,71.40415163,79.30630926
265,-0.330883704,57.72278641,0.16054502,43.28686073,47.30453939,51.89699326,57.72278641,64.45230838,71.43137417,79.34256872
266,-0.321498277,57.71869491,0.161018031,43.23239702,47.26569289,51.87459361,57.71869491,64.46532631,71.45712533,79.37618169
267,-0.312181075,57.71552508,0.161473538,43.1798806,47.22857715,51.85361004,57.71552508,64.47857799,71.48228699,79.40816866
268,-0.302973728,57.71366786,0.161910788,43.12973664,47.19359518,51.83443165,57.71366786,64.492486,71.50735005,79.43914343
269,-0.293876348,57.7130195,0.162330737,43.08182102,47.1606098,51.81693315,57.7130195,64.50698078,71.53229115,79.46914815
270,-0.284899238,57.71420689,0.162734734,43.03652389,47.13006793,51.80163492,57.71420689,64.52283107,71.55804735,79.49933631
271,-0.276051079,57.71789209,0.163123925,42.99427204,47.10245403,51.78909464,57.71789209,64.54083554,71.58557697,79.5308686
272,-0.267338242,57.72473207,0.163499297,42.95549438,47.07825401,51.77986946,57.72473207,64.5617795,71.61581281,79.56486187
273,-0.25876473,57.73515916,0.163861865,42.92044465,47.05776564,51.77431284,57.73515916,64.5861976,71.64940767,79.60211665
274,-0.250334469,57.74940293,0.164212289,42.8892513,47.04114099,51.77260813,57.74940293,64.61438172,71.68672775,79.64309421
275,-0.24204011,57.76753044,0.164551827,42.86185599,47.02835428,51.77476911,57.76753044,64.64646401,71.72797563,79.68807935
276,-0.233866001,57.78939315,0.164881976,42.83800624,47.019182,51.78060556,57.78939315,64.68234226,71.77309395,79.73706019
277,-0.225785523,57.81423833,0.16520405,42.81699442,47.01290871,51.78938883,57.81423833,64.72122465,71.82123676,79.78911179
278,-0.217775277,57.84168492,0.165518688,42.79844526,47.0091636,51.80074762,57.84168492,64.76270572,71.87195814,79.84372358
279,-0.209816264,57.87155521,0.165825962,42.78218483,47.00777824,51.81451364,57.87155521,64.80658366,71.92501653,79.9005912
280,-0.201877073,57.90338682,0.16612563,42.76782849,47.0083587,51.83027066,57.90338682,64.85231824,71.97976406,79.95891298
281,-0.193947694,57.93737261,0.166417321,42.75552637,47.01107215,51.84820037,57.93737261,64.90010589,72.03639119,80.01886175
282,-0.186022426,57.97273122,0.166702062,42.74461188,47.01521877,51.8675662,57.97273122,64.949116,72.09401891,80.07950679
283,-0.178101338,58.00890237,0.166981307,42.73456135,47.02025992,51.88781701,58.00890237,64.99878659,72.15209299,80.14031356
284,-0.170164795,58.04517354,0.167256387,42.72471018,47.02552096,51.90826368,58.04517354,65.04837082,72.20982265,80.20043128
285,-0.162207491,58.08122807,0.16752883,42.71469833,47.03065136,51.9285691,58.08122807,65.09757986,72.2669522,80.25964654
286,-0.154227341,58.11694277,0.167799846,42.70433829,47.03547891,51.94858108,58.11694277,65.14632868,72.32344106,80.31797459
