Months,L,M,S,p3,p10,p25,p50,p75,p85,p97
13.70020534,-0.4106,16.1474,0.08749,13.77050454,14.47091053,15.23280786,16.1474,17.1414042,17.71067867,19.14673821
13.73305954,-0.4114,16.1435,0.08748,13.76755776,14.46766118,15.22924959,16.1435,17.13717032,17.70627173,19.14195518
13.76591376,-0.4121,16.1397,0.08747,13.76467895,14.46449275,15.22578302,16.1397,17.13303955,17.70196685,19.13726231
13.79876797,-0.4129,16.1359,0.08747,13.76157459,14.46115559,15.22221872,16.1359,17.12903032,17.69786024,19.13298396
13.83162217,-0.4137,16.1321,0.08746,13.75871243,14.45799547,15.21875461,16.1321,17.12490268,17.69356307,19.12831951
13.86447639,-0.4145,16.1283,0.08745,13.75585002,14.4548352,15.21529044,16.1283,17.12077508,17.68926594,19.12365508
13.8973306,-0.4153,16.1245,0.08744,13.75298737,14.45167478,15.2118262,16.1245,17.11664751,17.68496885,19.11899066
13.9301848,-0.4161,16.1207,0.08743,13.75012446,14.44851422,15.2083619,16.1207,17.11251998,17.6806718,19.11432625
13.96303902,-0.4169,16.117,0.08742,13.74734661,14.44544313,15.20499186,16.117,17.10849864,17.67648447,19.10978042
13.99589322,-0.4176,16.1132,0.08741,13.74446621,14.44227374,15.20152487,16.1132,17.1043681,17.67217987,19.10508766
14.02874743,-0.4184,16.1095,0.08741,13.74144606,14.43902561,15.19805467,16.1095,17.10046508,17.66818295,19.10092764
14.06160165,-0.4192,16.1057,0.0874,13.73858226,14.43586451,15.19459013,16.1057,17.09633767,17.66388603,19.09626325
14.09445585,-0.42,16.102,0.08739,13.73580351,14.43279289,15.19121987,16.102,17.09231644,17.65969883,19.09171743
14.12731006,-0.4208,16.0983,0.08738,13.73302452,14.42972113,15.18784954,16.0983,17.08829524,17.65551166,19.08717163
14.16016427,-0.4215,16.0946,0.08737,13.73022834,14.42664072,15.1844766,16.0946,17.08427102,17.65131691,19.0825975
14.19301848,-0.4223,16.0909,0.08736,13.72744888,14.42356868,15.18110614,16.0909,17.08024989,17.64712983,19.07805172
14.22587269,-0.4231,16.0872,0.08736,13.72442781,14.42032004,15.17763574,16.0872,17.07634692,17.64313292,19.0738915
14.2587269,-0.4238,16.0835,0.08735,13.72163102,14.41723926,15.17426264,16.0835,17.07232278,17.63893827,19.06931738
14.29158111,-0.4246,16.0798,0.08734,13.71885091,14.41416683,15.17089202,16.0798,17.06830173,17.63475127,19.06477161
14.32443531,-0.4254,16.0762,0.08733,13.71615588,14.4111839,15.16761568,16.0762,17.06438687,17.63067398,19.06034442
14.35728953,-0.4261,16.0725,0.08732,13.71335839,14.40810271,15.16424239,16.0725,17.06036283,17.62647945,19.05577037
14.39014374,-0.4269,16.0689,0.08731,13.71066289,14.4051195,15.16096592,16.0689,17.05644803,17.62240224,19.0513432
14.42299794,-0.4276,16.0652,0.08731,13.70762406,14.40186189,15.15749278,16.0652,17.05254206,17.61839775,19.04715448
14.45585216,-0.4284,16.0616,0.0873,13.70492817,14.39887845,15.15421622,16.0616,17.04862731,17.61432058,19.0427273
14.48870637,-0.4292,16.058,0.08729,13.70223204,14.39589487,15.1509396,16.058,17.04471259,17.61024345,19.03830013
14.52156057,-0.4299,16.0544,0.08728,13.69951882,14.39290269,15.14766037,16.0544,17.04079485,17.60615877,19.0338447
14.55441479,-0.4307,16.0508,0.08727,13.69682223,14.38991883,15.14438362,16.0508,17.0368802,17.60208172,19.02941756
14.58726899,-0.4314,16.0472,0.08727,13.69386804,14.38675049,15.14100468,16.0472,17.03308041,17.59818691,19.02534727
14.6201232,-0.4322,16.0436,0.08726,13.69117105,14.3837664,15.13772783,16.0436,17.0291658,17.59410991,19.02092011
14.65297742,-0.4329,16.04,0.08725,13.68845702,14.38077372,15.13444838,16.04,17.02524818,17.59002536,19.01646473
14.68583162,-0.4337,16.0365,0.08724,13.68584491,14.37787901,15.13126576,16.0365,17.02143979,17.58605809,19.01215616
14.71868583,-0.4344,16.0329,0.08723,13.68313043,14.37488607,15.1279862,16.0329,17.01752223,17.58197363,19.00770081
14.75154004,-0.4351,16.0294,0.08722,13.68050108,14.37198266,15.12480093,16.0294,17.01371086,17.57799886,19.00336405
14.78439425,-0.4359,16.0258,0.08722,13.67756286,14.36882228,15.12142433,16.0258,17.00991417,17.57411166,18.99932182
14.81724846,-0.4366,16.0223,0.08721,13.67493314,14.36591865,15.11823896,16.0223,17.00610284,17.57013695,18.99498506
14.85010267,-0.4374,16.0188,0.0872,13.67231997,14.3630233,15.11505606,16.0188,17.00229458,17.56616984,18.99067651
14.88295688,-0.4381,16.0153,0.08719,13.66968982,14.36011941,15.11187058,16.0153,16.99848332,17.56219521,18.98633979
14.91581109,-0.4388,16.0118,0.08718,13.66705945,14.35721538,15.10868504,16.0118,16.99467209,17.55822061,18.98200309
14.9486653,-0.4396,16.0083,0.08718,13.66420588,14.35414428,15.10540264,16.0083,16.99098158,17.55444308,18.97807924
14.98151951,-0.4403,16.0048,0.08717,13.66157515,14.35124004,15.102217,16.0048,16.98717039,17.55046854,18.97374254
15.01437371,-0.441,16.0013,0.08716,13.6589442,14.34833567,15.09903131,16.0013,16.98335924,17.54649403,18.96940586
15.04722793,-0.4418,15.9979,0.08715,13.65641511,14.34552923,15.09594243,15.9979,16.9796573,17.54263678,18.96521591
15.08008214,-0.4425,15.9944,0.08714,13.65378373,14.3426246,15.09275662,15.9944,16.97584622,17.53866235,18.96087927
15.11293634,-0.4432,15.991,0.08714,13.65099814,14.33963441,15.08956591,15.991,16.97225884,17.53498694,18.95704566
15.14579056,-0.4439,15.9875,0.08713,13.64836641,14.33672957,15.08638001,15.9875,16.96844781,17.53101256,18.95270903
15.17864476,-0.4447,15.9841,0.08712,13.64583651,14.33392264,15.08329092,15.9841,16.96474597,17.52715543,18.94851909
15.21149897,-0.4454,15.9807,0.08711,13.64328972,14.33110722,15.08019926,15.9807,16.96104114,17.52329078,18.94430104
15.24435319,-0.4461,15.9773,0.08711,13.64050364,14.32811675,15.07700845,15.9773,16.95745379,17.51961538,18.94046732
15.27720739,-0.4468,15.9739,0.0871,13.6379565,14.32530112,15.07391669,15.9739,16.953749,17.51575078,18.93624927
15.3100616,-0.4475,15.9705,0.08709,13.63540916,14.32248536,15.07082489,15.9705,16.95004424,17.51188623,18.93203125
15.34291581,-0.4482,15.9671,0.08708,13.6328616,14.31966947,15.06773302,15.9671,16.94633952,17.50802171,18.92781324
15.37577002,-0.449,15.9638,0.08707,13.63041584,14.31695149,15.06473798,15.9638,16.94274399,17.50427442,18.92374189
15.40862423,-0.4497,15.9604,0.08707,13.62762914,14.31396067,15.06154702,15.9604,16.93915668,17.50059903,18.91990804
15.44147844,-0.4504,15.9571,0.08706,13.6251664,14.31123413,15.05854937,15.9571,16.93555816,17.49684425,18.9158086
15.47433265,-0.4511,15.9537,0.08705,13.62261808,14.30841779,15.0554573,15.9537,16.93185355,17.49297986,18.91159063
15.50718686,-0.4518,15.9504,0.08704,13.62015494,14.305691,15.05245955,15.9504,16.9282551,17.48922516,18.90749123
15.54004107,-0.4525,15.9471,0.08704,13.61745314,14.3027896,15.04936285,15.9471,16.92477395,17.48565943,18.90377582
15.57289528,-0.4532,15.9438,0.08703,13.61498966,14.30006261,15.04636501,15.9438,16.92117554,17.48190478,18.89967642
15.60574948,-0.4539,15.9405,0.08702,13.61252598,14.29733551,15.0433671,15.9405,16.91757716,17.47815016,18.89557703
15.6386037,-0.4546,15.9372,0.08701,13.6100621,14.29460827,15.04036915,15.9372,16.91397882,17.47439558,18.89147767
15.67145791,-0.4553,15.9339,0.08701,13.60735983,14.29170661,15.03727235,15.9339,16.9104977,17.47082987,18.88776216
15.70431211,-0.456,15.9307,0.087,13.604981,14.28906887,15.03436867,15.9307,16.90700553,17.46718498,18.88378134
15.73716633,-0.4567,15.9274,0.08699,13.60251658,14.28634131,15.03137057,15.9274,16.90340726,17.46343048,18.87968199
15.77002053,-0.4574,15.9241,0.08698,13.60005195,14.28361363,15.02837242,15.9241,16.89980902,17.45967603,18.87558267
15.80287474,-0.4581,15.9209,0.08698,13.59743461,14.28080141,15.02536989,15.9209,16.89643406,17.45621996,18.87198559
15.83572896,-0.4588,15.9177,0.08697,13.59505506,14.27816323,15.02246602,15.9177,16.89294199,17.4525752,18.86800481
15.86858316,-0.4595,15.9145,0.08696,13.5926753,14.27552493,15.0195621,15.9145,16.88944995,17.44893047,18.86402404
15.90143737,-0.4602,15.9112,0.08695,13.59020994,14.27279681,15.01656374,15.9112,16.88585182,17.44517613,18.85992475
15.93429158,-0.4609,15.908,0.08695,13.58759214,14.26998432,15.01356111,15.908,16.88247688,17.44172008,18.85632757
15.96714579,-0.4616,15.9049,0.08694,13.58529727,14.26743541,15.01075142,15.9049,16.87909105,17.43818507,18.85246535
16,-0.4623,15.9017,0.08693,13.58291679,14.26479667,15.00784731,15.9017,16.87559911,17.43454046,18.84848462
16.03285421,-0.4629,15.8985,0.08692,13.58051965,14.26214954,15.00494065,15.8985,16.8721042,17.43088839,18.84447595
16.06570842,-0.4636,15.8953,0.08692,13.5779014,14.2593368,15.00193791,15.8953,16.86872929,17.42743235,18.84087867
16.09856263,-0.4643,15.8922,0.08691,13.57560582,14.25678747,14.99912804,15.8922,16.86534356,17.42389746,18.83701649
16.13141684,-0.465,15.8891,0.0869,13.57331005,14.25423801,14.99631811,15.8891,16.86195785,17.42036261,18.83315433
16.16427105,-0.4657,15.8859,0.08689,13.57092865,14.25159873,14.99341374,15.8859,16.85846605,17.41671815,18.82917365
16.19712525,-0.4663,15.8828,0.08689,13.56837895,14.24886719,14.99050281,15.8828,16.85519429,17.41336428,18.82566687
16.22997947,-0.467,15.8797,0.08688,13.56608267,14.24631743,14.98769274,15.8797,16.85180865,17.4098295,18.82180473
16.26283368,-0.4677,15.8766,0.08687,13.56378619,14.24376755,14.98488262,15.8766,16.84842305,17.40629476,18.8179426
16.29568788,-0.4684,15.8735,0.08686,13.56148952,14.24121755,14.98207245,15.8735,16.84503747,17.40276006,18.8140805
16.3285421,-0.469,15.8704,0.08686,13.5589394,14.23848578,14.97916142,15.8704,16.84176574,17.39940621,18.81057364
16.3613963,-0.4697,15.8673,0.08685,13.55664242,14.2359356,14.97635117,15.8673,16.8383802,17.39587155,18.80671154
16.39425051,-0.4704,15.8643,0.08684,13.55443069,14.23347502,14.97363525,15.8643,16.83510082,17.39244656,18.80296797
16.42710473,-0.4711,15.8612,0.08683,13.55213332,14.23092461,14.97082489,15.8612,16.83171535,17.38891197,18.7991059
16.45995893,-0.4717,15.8582,0.08683,13.54966824,14.22828232,14.96800815,15.8582,16.82854976,17.38566776,18.7957175
16.49281314,-0.4724,15.8552,0.08682,13.547456,14.22582145,14.9652921,15.8552,16.82527044,17.38224285,18.79197395
16.52566735,-0.4731,15.8521,0.08681,13.54515814,14.22327073,14.96248161,15.8521,16.82188504,17.37870834,18.7881119
16.55852156,-0.4737,15.8491,0.08681,13.54269276,14.22062829,14.9596648,15.8491,16.81871947,17.37546414,18.78472344
16.59137577,-0.4744,15.8461,0.0868,13.54048004,14.21816712,14.95694862,15.8461,16.81544022,17.37203931,18.78097991
16.62422998,-0.4751,15.8431,0.08679,13.53826712,14.21570583,14.95423238,15.8431,16.812161,17.36861451,18.77723639
16.65708419,-0.4757,15.8401,0.08678,13.5360377,14.21323622,14.95151363,15.8401,16.80887883,17.36518229,18.77346505
16.6899384,-0.4764,15.8372,0.08678,13.5336737,14.21069149,14.94879359,15.8372,16.80582239,17.36205519,18.77022288
16.72279261,-0.477,15.8342,0.08677,13.53144399,14.20822171,14.94607476,15.8342,16.80254025,17.35862302,18.76645155
16.75564682,-0.4777,15.8313,0.08676,13.52931586,14.20584975,14.94345273,15.8313,16.79936725,17.35530795,18.76282659
16.78850102,-0.4783,15.8283,0.08676,13.52684981,14.20320692,14.94063577,15.8283,16.79620172,17.35206378,18.759438
16.82135524,-0.479,15.8254,0.08675,13.52472138,14.20083479,14.93801367,15.8254,16.79302875,17.34874876,18.75581304
16.85420945,-0.4797,15.8224,0.08674,13.5225073,14.1983728,14.93529713,15.8224,16.7897497,17.34532415,18.75206958
16.88706365,-0.4803,15.8195,0.08673,13.52036224,14.19599226,14.93267246,15.8195,16.78657381,17.34200176,18.74841684
16.91991787,-0.481,15.8166,0.08673,13.51799752,14.19344713,14.92995227,15.8166,16.78351741,17.33887466,18.7451745
16.95277207,-0.4816,15.8137,0.08672,13.51585218,14.19106642,14.92732753,15.8137,16.78034155,17.33555232,18.74152177
16.98562628,-0.4823,15.8108,0.08671,13.51372291,14.18869378,14.9247052,15.8108,16.77716871,17.33223744,18.73789686
17.0184805,-0.4829,15.808,0.08671,13.51142712,14.18623005,14.92207687,15.808,16.77421545,17.32921254,18.73474517
17.0513347,-0.4836,15.8051,0.0867,13.50929756,14.18385723,14.91945447,15.8051,16.77104265,17.3258977,18.73112026
17.08418891,-0.4842,15.8022,0.08669,13.50715159,14.18147614,14.91682956,15.8022,16.76786689,17.32257547,18.72746759
17.11704312,-0.4848,15.7994,0.08668,13.50509094,14.1791847,14.914299,15.7994,16.76479727,17.3193629,18.72393346
17.14989733,-0.4855,15.7965,0.08668,13.5027255,14.17663917,14.91157864,15.7965,16.76174091,17.31623581,18.72069095
17.18275154,-0.4861,15.7937,0.08667,13.50066457,14.17434755,14.90904801,15.7937,16.75867133,17.31302328,18.71715682
17.21560575,-0.4868,15.7909,0.08666,13.49861966,14.17206399,14.90651978,15.7909,16.75560476,17.3098182,18.71365047
17.24845996,-0.4874,15.7881,0.08666,13.49632324,14.1695999,14.90389131,15.7881,16.75265154,17.30679332,18.71049865
17.28131417,-0.488,15.7853,0.08665,13.49426186,14.16730802,14.90136055,15.7853,16.74958203,17.30358087,18.70696456
17.31416838,-0.4887,15.7825,0.08664,13.4922165,14.16502418,14.8988322,15.7825,16.74651552,17.30037586,18.70345822
17.34702259,-0.4893,15.7797,0.08664,13.4899198,14.16255994,14.89620367,15.7797,16.74356232,17.29735099,18.70030635
17.37987679,-0.49,15.7769,0.08663,13.48787415,14.16027593,14.89367525,15.7769,16.74049584,17.29414602,18.69680001
17.41273101,-0.4906,15.7742,0.08662,13.48589766,14.15807343,14.89123873,15.7742,16.73753253,17.2910433,18.69338447
17.44558522,-0.4912,15.7714,0.08662,13.48360071,14.15560905,14.88861014,15.7714,16.73457935,17.28801844,18.69023255
17.47843942,-0.4919,15.7687,0.08661,13.48164009,14.15341452,14.88617599,15.7687,16.73161905,17.28492315,18.68684473
17.51129364,-0.4925,15.7659,0.0866,13.47957767,14.15112201,14.88364495,15.7659,16.72854969,17.28171089,18.68331071
17.54414784,-0.4931,15.7632,0.0866,13.47736595,14.14874724,14.88111071,15.7632,16.72570263,17.27879565,18.68027724
17.57700205,-0.4937,15.7605,0.08659,13.47538877,14.14654432,14.878674,15.7605,16.72273942,17.27569304,18.67686174
17.60985627,-0.4944,15.7578,0.08658,13.47342754,14.14434942,14.87623969,15.7578,16.71977921,17.27259785,18.67347395
17.64271047,-0.495,15.7551,0.08657,13.47145003,14.14214631,14.8738029,15.7551,16.71681605,17.26949531,18.67005849
17.67556468,-0.4956,15.7524,0.08657,13.46923796,14.13977134,14.87126857,15.7524,16.71396902,17.26658009,18.66702495
17.70841889,-0.4962,15.7497,0.08656,13.46726019,14.13756807,14.8688317,15.7497,16.7110059,17.26347759,18.6636095
17.7412731,-0.4969,15.747,0.08655,13.46529834,14.1353728,14.86639723,15.747,16.70804577,17.2603825,18.66022173
17.77412731,-0.4975,15.7444,0.08655,13.46317152,14.13308745,14.86395725,15.7444,16.70530485,17.25757689,18.65730665
17.80698152,-0.4981,15.7417,0.08654,13.46119333,14.13088392,14.86152027,15.7417,16.7023418,17.25447447,18.65389122
17.83983573,-0.4987,15.7391,0.08653,13.4593005,14.12877007,14.85917765,15.7391,16.69948487,17.25148168,18.65059432
17.87268994,-0.4993,15.7364,0.08653,13.45708791,14.12639482,14.85664321,15.7364,16.69663787,17.24856647,18.64756068
17.90554415,-0.5,15.7338,0.08652,13.45521087,14.12428889,14.85430296,15.7338,16.69378393,17.2455811,18.64429142
17.93839836,-0.5006,15.7312,0.08651,13.45331762,14.12217478,14.85196023,15.7312,16.69092707,17.24258839,18.64099454
17.97125256,-0.5012,15.7286,0.08651,13.4511903,14.11988916,14.84952014,15.7286,16.68818618,17.23978279,18.63807935
18.00410678,-0.5018,15.726,0.0865,13.4492968,14.1177749,14.84717734,15.726,16.68532935,17.23679012,18.63478248
18.03696099,-0.5024,15.7234,0.08649,13.44740315,14.11566055,14.8448345,15.7234,16.68247255,17.23379748,18.63148563
18.06981519,-0.503,15.7208,0.08649,13.44527558,14.11337479,14.84239436,15.7208,16.67973168,17.23099188,18.62857038
18.10266941,-0.5036,15.7183,0.08648,13.4434672,14.11135006,14.84014586,15.7183,16.67698101,17.22810889,18.62539204
18.13552361,-0.5043,15.7157,0.08647,13.44158914,14.10924352,14.83780534,15.7157,16.67412722,17.22512368,18.62212281
18.16837782,-0.5049,15.7132,0.08647,13.43954686,14.1070474,14.83545955,15.7132,16.67149246,17.2224277,18.619326
18.20123204,-0.5055,15.7106,0.08646,13.43765254,14.10493265,14.83311653,15.7106,16.66863575,17.21943516,18.61602918
18.23408624,-0.5061,15.7081,0.08645,13.4358436,14.10290759,14.83086789,15.7081,16.66588517,17.21655227,18.61285087
18.26694045,-0.5067,15.7056,0.08645,13.43380108,14.10071133,14.82852205,15.7056,16.66325042,17.21385629,18.61005402
18.29979466,-0.5073,15.703,0.08644,13.43190636,14.09859634,14.82617892,15.703,16.66039377,17.21086383,18.60675722
18.33264887,-0.5079,15.7005,0.08643,13.43009703,14.09657103,14.82393016,15.7005,16.65764325,17.207981,18.60357894
18.36550308,-0.5085,15.698,0.08643,13.42805427,14.09437464,14.82158428,15.698,16.65500852,17.20528503,18.60078203
18.39835729,-0.5091,15.6956,0.08642,13.42633023,14.09243898,14.81942987,15.6956,16.65236412,17.20251184,18.59772225
18.4312115,-0.5097,15.6931,0.08642,13.42428734,14.09024251,14.81708395,15.6931,16.6497294,17.19981587,18.5949253
18.46406571,-0.5103,15.6906,0.08641,13.42247751,14.08821692,14.81483507,15.6906,16.64697894,17.19693311,18.59174703
18.49691992,-0.5109,15.6882,0.0864,13.42075309,14.08628102,14.81268056,15.6882,16.6443346,17.19415999,18.58868726
18.52977413,-0.5115,15.6857,0.0864,13.41870996,14.08408442,14.81033459,15.6857,16.64169989,17.19146402,18.58589027
18.56262833,-0.5121,15.6833,0.08639,13.41698529,14.08214838,14.80818001,15.6833,16.63905558,17.18869094,18.58283051
18.59548255,-0.5127,15.6808,0.08638,13.41517493,14.08012246,14.80593098,15.6808,16.63630521,17.18580828,18.57965228
18.62833676,-0.5133,15.6784,0.08638,13.41321711,14.07801552,14.80367938,15.6784,16.6337766,17.18322192,18.57697372
18.66119096,-0.5139,15.676,0.08637,13.41149206,14.07607925,14.8015247,15.676,16.63113235,17.18044889,18.57391398
18.69404518,-0.5145,15.6736,0.08636,13.40976687,14.07414288,14.79936998,15.6736,16.62848813,17.1776759,18.57085425
18.72689938,-0.5151,15.6712,0.08636,13.40780882,14.07203582,14.79711833,15.6712,16.62595954,17.17508954,18.56817565
18.75975359,-0.5156,15.6688,0.08635,13.40606751,14.07009131,14.79496113,15.6688,16.62331241,17.17230926,18.56508842
18.79260781,-0.5162,15.6665,0.08634,13.4044275,14.06824452,14.79290074,15.6665,16.62077433,17.16964592,18.5621472
18.82546201,-0.5168,15.6641,0.08634,13.40246923,14.06613733,14.79064903,15.6641,16.61824575,17.16705957,18.55946855
18.85831622,-0.5174,15.6617,0.08633,13.40074343,14.0642006,14.78849415,15.6617,16.61560162,17.16428668,18.55640885
18.89117043,-0.518,15.6594,0.08632,13.39910304,14.06235358,14.78643365,15.6594,16.6130636,17.16162341,18.55346765
18.92402464,-0.5186,15.6571,0.08632,13.39723011,14.06033606,14.78427632,15.6571,16.61064112,17.15914665,18.55090744
18.95687885,-0.5192,15.6547,0.08631,13.39550393,14.0583991,14.78212134,15.6547,16.60799704,17.15637382,18.54784775
18.98973306,-0.5197,15.6524,0.08631,13.39361503,14.05637353,14.77996157,15.6524,16.60557164,17.15388975,18.54526003
19.02258727,-0.5203,15.6501,0.0863,13.39197419,14.05452624,14.77790095,15.6501,16.60303368,17.15122655,18.54231884
19.05544148,-0.5209,15.6478,0.08629,13.3903332,14.05267886,14.77584029,15.6478,16.60049574,17.14856338,18.53937765
19.08829569,-0.5215,15.6455,0.08629,13.38845992,14.05066115,14.77368289,15.6455,16.59807328,17.14608663,18.53681735
19.1211499,-0.5221,15.6432,0.08628,13.38681871,14.04881364,14.77162217,15.6432,16.59553537,17.14342348,18.53387617
19.1540041,-0.5226,15.6409,0.08627,13.38516156,14.04695807,14.76955901,15.6409,16.59299456,17.14075306,18.53090757
19.18685832,-0.5232,15.6387,0.08627,13.38337363,14.04503005,14.76749598,15.6387,16.5906782,17.13838591,18.5284657
19.21971253,-0.5238,15.6364,0.08626,13.38173206,14.04318231,14.76543516,15.6364,16.58814035,17.13572283,18.52552454
19.25256673,-0.5244,15.6342,0.08626,13.37994401,14.04125422,14.76337211,15.6342,16.585824,17.13335567,18.52308263
19.28542095,-0.525,15.6319,0.08625,13.37830221,14.03940635,14.76131123,15.6319,16.58328617,17.13069262,18.52014147
19.31827515,-0.5255,15.6297,0.08624,13.37673008,14.03764026,14.75934235,15.6297,16.58085154,17.12813189,18.51729138
19.35112936,-0.5261,15.6275,0.08624,13.37494182,14.03571205,14.75727925,15.6275,16.57853519,17.12576473,18.51484943
19.38398358,-0.5267,15.6253,0.08623,13.37338525,14.03395378,14.75531271,15.6253,16.57610351,17.12321133,18.51202676
19.41683778,-0.5272,15.6231,0.08622,13.37181279,14.03218748,14.75334373,15.6231,16.57366892,17.12065067,18.50917669
19.44969199,-0.5278,15.6209,0.08622,13.37002431,14.03025915,14.75128058,15.6209,16.57135259,17.11828352,18.50673469
19.4825462,-0.5284,15.6187,0.08621,13.36846739,14.02850067,14.74931395,15.6187,16.56892096,17.11573017,18.50391204
19.51540041,-0.529,15.6165,0.08621,13.36667879,14.02657227,14.74725077,15.6165,16.56660463,17.11336302,18.50147001
19.54825462,-0.5295,15.6144,0.0862,13.3651915,14.02489554,14.74537612,15.6144,16.56427619,17.11091201,18.49873843
19.58110883,-0.5301,15.6122,0.08619,13.36363423,14.02313685,14.74340939,15.6122,16.5618446,17.10835872,18.49591579
19.61396304,-0.5307,15.61,0.08619,13.36184542,14.02120833,14.74134616,15.61,16.55952829,17.10599157,18.49347372
19.64681725,-0.5312,15.6079,0.08618,13.36035781,14.01953141,14.73947142,15.6079,16.5571999,17.10354062,18.49074217
19.67967146,-0.5318,15.6058,0.08618,13.35865448,14.01769265,14.73750261,15.6058,16.55498967,17.10128305,18.48841853
19.71252567,-0.5323,15.6037,0.08617,13.35716667,14.0160156,14.73562781,15.6037,16.55266131,17.09883213,18.48568699
19.74537987,-0.5329,15.6015,0.08616,13.35560884,14.01425657,14.73366093,15.6015,16.55022981,17.09627893,18.48286436
19.77823409,-0.5335,15.5994,0.08616,13.3539053,14.0124177,14.73169207,15.5994,16.54801959,17.09402137,18.48054068
19.8110883,-0.534,15.5973,0.08615,13.35241717,14.01074045,14.72981718,15.5973,16.54569128,17.09157051,18.47780917
19.8439425,-0.5346,15.5953,0.08614,13.35103021,14.00916087,14.72803908,15.5953,16.54347199,17.08923653,18.47522348
19.87679672,-0.5351,15.5932,0.08614,13.34931079,14.00731398,14.7260678,15.5932,16.54125887,17.0869717,18.47287241
19.90965092,-0.5357,15.5911,0.08613,13.34783801,14.00564445,14.72419521,15.5911,16.53893352,17.08452817,18.47016826
19.94250513,-0.5363,15.589,0.08613,13.34613415,14.0038054,14.72222628,15.589,16.53672332,17.0822706,18.46784451
19.97535935,-0.5368,15.587,0.08612,13.34473112,14.00221767,14.72044569,15.587,16.53450117,17.07992941,18.46523149
20.00821355,-0.5374,15.585,0.08611,13.34334362,14.00063777,14.71866745,15.585,16.53228195,17.07759551,18.46264581
20.04106776,-0.5379,15.5829,0.08611,13.34162391,13.99879071,14.71669609,15.5829,16.53006885,17.07533069,18.46029468
20.07392197,-0.5385,15.5809,0.0861,13.34023621,13.99721068,14.7149178,15.5809,16.52784965,17.07299682,18.45770901
20.10677618,-0.539,15.5789,0.0861,13.33860201,13.99545341,14.71304086,15.5789,16.52574264,17.07084158,18.45547632
20.13963039,-0.5396,15.5769,0.08609,13.33721411,13.99387326,14.71126252,15.5769,16.52352347,17.06850773,18.45289064
20.1724846,-0.5401,15.5749,0.08608,13.33581046,13.99228516,14.70948176,15.5749,16.52130141,17.06616666,18.45027767
20.20533881,-0.5407,15.5729,0.08608,13.3341917,13.99053566,14.70760716,15.5729,16.51919731,17.06401868,18.44807226
20.23819302,-0.5412,15.5709,0.08607,13.33278786,13.98894744,14.70582635,15.5709,16.51697529,17.06167763,18.44545928
20.27104723,-0.5418,15.569,0.08607,13.33125462,13.98728772,14.70404617,15.569,16.51497727,17.05963922,18.4433723
20.30390144,-0.5423,15.567,0.08606,13.32985058,13.98569939,14.70226531,15.567,16.51275527,17.05729821,18.44075933
20.33675564,-0.5429,15.5651,0.08605,13.32854766,13.98420869,14.70058123,15.5651,16.51064226,17.05507403,18.43829213
20.36960986,-0.5434,15.5631,0.08605,13.32691301,13.98245116,14.69870419,15.5631,16.50853528,17.05291881,18.43605936
20.40246407,-0.544,15.5612,0.08604,13.32560989,13.98096035,14.69702006,15.5612,16.5064223,17.05069467,18.43359215
20.43531827,-0.5445,15.5593,0.08604,13.32406077,13.9792926,14.69523745,15.5593,16.50442139,17.04864901,18.43147782
20.46817249,-0.5451,15.5574,0.08603,13.32275745,13.97780168,14.69355327,15.5574,16.50230844,17.04642489,18.42901061
20.50102669,-0.5456,15.5555,0.08603,13.32120823,13.97613387,14.69177063,15.5555,16.50030754,17.04437924,18.42689625
20.5338809,-0.5461,15.5536,0.08602,13.31988916,13.97463498,14.69008403,15.5536,16.49819171,17.04214791,18.42440177
20.56673512,-0.5467,15.5517,0.08601,13.31858554,13.97314387,14.68839977,15.5517,16.4960788,17.03992384,18.42193456
20.59958932,-0.5472,15.5498,0.08601,13.31703614,13.97147597,14.6866171,15.5498,16.49407791,17.0378782,18.41982017
20.63244353,-0.5478,15.548,0.086,13.31581797,13.97007459,14.68502724,15.548,16.4920711,17.03576372,18.41747142
20.66529774,-0.5483,15.5461,0.086,13.31426848,13.96840664,14.68324454,15.5461,16.49007021,17.03371808,18.41535701
20.69815195,-0.5488,15.5443,0.08599,13.31303457,13.96699731,14.68165226,15.5443,16.48806053,17.03159639,18.412981
20.73100616,-0.5494,15.5424,0.08598,13.31173045,13.9655059,14.67996787,15.5424,16.48594768,17.02937239,18.41051379
20.76386037,-0.5499,15.5406,0.08598,13.31026644,13.9639277,14.67827958,15.5406,16.48405288,17.02743632,18.40851781
20.79671458,-0.5504,15.5388,0.08597,13.30903225,13.9625182,14.67668722,15.5388,16.48204324,17.02531469,18.40614181
20.82956879,-0.551,15.537,0.08597,13.30758366,13.96094779,14.67500128,15.537,16.48015133,17.02338585,18.40417304
20.862423,-0.5515,15.5352,0.08596,13.3063493,13.95953818,14.67340888,15.5352,16.47814171,17.02126424,18.40179704
20.89527721,-0.552,15.5334,0.08596,13.3048851,13.95795988,14.67172055,15.5334,16.47624692,17.01932817,18.39980102
20.92813141,-0.5526,15.5316,0.08595,13.30366607,13.95655799,14.67013047,15.5316,16.47424021,17.01721381,18.39745225
20.96098563,-0.5531,15.5299,0.08594,13.30251708,13.95523807,14.66863244,15.5299,16.47233671,17.01520182,18.39519471
20.99383984,-0.5536,15.5281,0.08594,13.30105271,13.95365968,14.66694408,15.5281,16.47044192,17.01326575,18.39319866
