Month,L,M,S,P3,P10,P25,P50,P75,P90,P97
0,0.3487,3.3464,0.14602,2.507275484,2.757620581,3.027282015,3.3464,3.686659175,4.011499373,4.349896497
0.23,0.2776,3.4879,0.14483,2.62755859,2.88273701,3.159028445,3.4879,3.840817133,4.179883776,4.535284122
0.46,0.2581,3.7529,0.14142,2.849024401,3.117140134,3.407397254,3.7529,4.123737734,4.480141937,4.853879765
0.69,0.2442,4.0603,0.13807,3.104884223,3.388462828,3.695274366,4.0603,4.451942524,4.828252094,5.222815576
0.92,0.2331,4.3671,0.13497,3.361636388,3.660297551,3.983191944,4.3671,4.778767146,5.174145046,5.588568125
1.15,0.2237,4.659,0.13215,3.607723878,3.920237873,4.257858738,4.659,5.088879464,5.501543024,5.933913842
1.38,0.2155,4.9303,0.1296,3.838239003,4.163123042,4.513857641,4.9303,5.376300875,5.804222373,6.252394378
1.61,0.2081,5.1817,0.12729,4.053406038,4.389306816,4.751693841,5.1817,5.641957206,6.083341446,6.545427421
1.84,0.2014,5.4149,0.1252,4.254223743,4.59999156,4.972794434,5.4149,5.887847394,6.341191912,6.815616891
2.07,0.1952,5.6319,0.1233,4.442122283,4.796772503,5.178937117,5.6319,6.116216163,6.580259567,7.065707444
2.3,0.1894,5.8346,0.12157,4.618449195,4.981158935,5.371808311,5.8346,6.329196037,6.802903565,7.298299154
2.53,0.184,6.0242,0.12001,4.78386877,5.153971381,5.552400308,6.0242,6.528213514,7.010771256,7.515274019
2.76,0.1789,6.2019,0.1186,4.939285916,5.316201289,5.72179914,6.2019,6.714592769,7.205308086,7.718206771
2.99,0.174,6.369,0.11732,5.085738362,5.468963801,5.881204042,6.369,6.889743023,7.388029491,7.908725715
4,0.1553,7.0023,0.11316,5.63958952,6.04698802,6.484777104,7.0023,7.554286241,8.08208678,8.633306757
5,0.1395,7.5105,0.1108,6.078883522,6.507015599,6.966941283,7.5105,8.090161002,8.644384307,9.22320305
6,0.1257,7.934,0.10958,6.438807244,6.885864159,7.366194763,7.934,8.539706891,9.119041111,9.724323174
7,0.1134,8.297,0.10902,6.742484195,7.207056567,7.706412962,8.297,8.927371337,9.530655639,10.16134281
8,0.1021,8.6151,0.10882,7.005389767,7.486157555,8.00320512,8.6151,9.26867837,9.894622128,10.549467
9,0.0917,8.9014,0.10881,7.239953555,7.73583718,8.269460439,8.9014,9.576899909,10.2243299,10.9021624
10,0.082,9.1649,0.10891,7.4543961,7.964564998,8.513900287,9.1649,9.861312665,10.52930244,11.22919335
11,0.073,9.4122,0.10906,7.654824983,8.178614898,8.742958685,9.4122,10.12866753,10.8164112,11.53753383
12,0.0644,9.6479,0.10925,7.845122131,8.382077041,8.960955584,9.6479,10.38387361,11.0908711,11.83272912
13,0.0563,9.8749,0.10949,8.02743496,8.577323555,9.170504948,9.8749,10.63013579,11.35617813,12.11857845
14,0.0487,10.0953,0.10976,8.20373354,8.766370492,9.373665326,10.0953,10.86958833,11.61449011,12.39725509
15,0.0413,10.3108,0.11007,8.375266234,8.950586059,9.57194814,10.3108,11.10415532,11.86796751,12.67118934
16,0.0343,10.5228,0.11041,8.543261436,9.131260492,9.766700044,10.5228,11.33527784,12.11807554,12.94185593
17,0.0275,10.7319,0.11079,8.708052602,9.308794551,9.958405901,10.7319,11.56369742,12.36570905,13.2103286
18,0.0211,10.9385,0.11119,8.870227863,9.483735788,10.1475547,10.9385,11.78969584,12.61101458,13.47658968
19,0.0148,11.143,0.11164,9.029642441,9.656076354,10.33431046,11.143,12.0139636,12.85499758,13.74201212
20,0.0087,11.3462,0.11211,9.187404557,9.826848383,10.51960813,11.3462,12.23713364,13.09810957,14.00683594
21,0.0029,11.5486,0.11261,9.343706164,9.996334624,10.70382935,11.5486,12.45983342,13.3411007,14.27193996
22,-0.0028,11.7504,0.11314,9.498725785,10.16471047,10.88715511,11.7504,12.68229856,13.5842559,14.53767695
23,-0.0083,11.9514,0.11369,9.65243798,10.33190681,11.06946126,11.9514,12.90423535,13.82717962,14.80353233
24,-0.0137,12.1515,0.11426,9.804768677,10.4978368,11.25065193,12.1515,13.12554762,14.06978758,15.0694432
25,-0.0189,12.3502,0.11485,9.955277887,10.66204676,11.43025471,12.3502,13.3456991,14.31150212,15.33478142
26,-0.024,12.5466,0.11544,10.10362861,10.82403823,11.60759096,12.5466,13.56354463,14.55093557,15.59789839
27,-0.0289,12.7401,0.11604,10.2491278,10.98314588,11.78202534,12.7401,13.77852116,14.78755907,15.8582993
28,-0.0337,12.9303,0.11664,10.3916705,11.1391782,11.95327162,12.9303,13.99010584,15.0207314,16.11521889
29,-0.0385,13.1169,0.11723,10.53124544,11.29203949,12.12114141,13.1169,14.19787786,15.24991514,16.36799749
30,-0.0431,13.3,0.11781,10.66789829,11.44180271,12.2857267,13.3,14.40192753,15.47517296,16.61664884
31,-0.0476,13.4798,0.11839,10.80162797,11.58851623,12.44713908,13.4798,14.60256584,15.69693833,16.86175178
32,-0.052,13.6567,0.11896,10.93296534,11.73267856,12.60583583,13.6567,14.80012165,15.91546254,17.10346673
33,-0.0564,13.8309,0.11953,11.06190536,11.87433437,12.76192594,13.8309,14.99491034,16.13118953,17.34239139
34,-0.0606,14.0031,0.12008,11.1893739,12.01436657,12.91622301,14.0031,15.18747201,16.34446805,17.57863366
35,-0.0648,14.1736,0.12062,11.31547311,12.15291918,13.06893224,14.1736,15.3782357,16.55587863,17.81296262
36,-0.0689,14.3429,0.12116,11.44037199,12.29025853,13.22042626,14.3429,15.56783864,16.7661904,18.04628532
37,-0.0729,14.5113,0.12168,11.56473953,12.42695815,13.37116187,14.5113,15.75639119,16.97531079,18.27827469
38,-0.0769,14.6791,0.1222,11.68842654,12.56298268,13.52124534,14.6791,15.94443204,17.1840384,18.51003463
39,-0.0808,14.8466,0.12271,11.81186131,12.69873544,13.6710406,14.8466,16.13217158,17.39247655,18.74153354
40,-0.0846,15.014,0.12322,11.93498883,12.83423007,13.82064228,15.014,16.31993367,17.6010786,18.97337166
41,-0.0883,15.1813,0.12373,12.0578086,12.96946637,13.97005037,15.1813,16.50771807,17.80984387,19.20554761
42,-0.092,15.3486,0.12425,12.18020753,13.10438031,14.11926724,15.3486,16.69575274,18.01914669,19.43861484
43,-0.0957,15.5158,0.12478,12.30210114,13.23888227,14.26819821,15.5158,16.88393303,18.2288792,19.67246357
44,-0.0993,15.6828,0.12531,12.42360014,13.37303469,14.41684005,15.6828,17.07203188,18.43866881,19.90654318
45,-0.1028,15.8497,0.12586,12.5443227,13.50658219,14.56508997,15.8497,17.2603927,18.64911824,20.14175532
46,-0.1063,16.0163,0.12643,12.66413271,13.63936228,14.71276374,16.0163,17.4488117,18.86003392,20.37793298
47,-0.1097,16.1827,0.127,12.78353232,13.77178073,14.86014118,16.1827,17.63715893,19.07102786,20.61437733
48,-0.1131,16.3489,0.12759,12.90208454,13.90350573,15.00702735,16.3489,17.82568351,19.28262895,20.8519548
49,-0.1165,16.515,0.12819,13.0200962,14.03479039,15.15360992,16.515,18.01437974,19.49471867,21.09041682
50,-0.1198,16.6811,0.1288,13.13760448,14.16569701,15.29997239,16.6811,18.20335389,19.7073973,21.32984377
51,-0.123,16.8471,0.12943,13.25428209,14.29595619,15.44591704,16.8471,18.39262606,19.92081555,21.57053976
52,-0.1262,17.0132,0.13005,13.37104444,14.42629085,15.59193948,17.0132,18.58204945,20.13446504,21.81158799
53,-0.1294,17.1792,0.13069,13.48700356,14.55598875,15.73754454,17.1792,18.77178617,20.34890121,22.05400537
54,-0.1325,17.3452,0.13133,13.60268368,14.68547432,15.88302413,17.3452,18.96168734,20.56369239,22.29701577
55,-0.1356,17.5111,0.13197,13.71804602,14.81468307,16.02829284,17.5111,19.15165115,20.77874997,22.5405618
56,-0.1387,17.6768,0.13261,13.83301377,14.94353131,16.1732595,17.6768,19.34156834,20.99395619,22.78451738
57,-0.1417,17.8422,0.13325,13.94746862,15.07191431,16.31782661,17.8422,19.53132144,21.20916092,23.0286799
